siniestro_id,rol_victima,vehiculo_victima,sexo_victima,rango_etario,gravedad
lc-2019-0487217,,,masculino,menos de 18,leve
lc-2019-0487235,,,masculino,60 y mayores,leve
lc-2019-0487235,,,femenino,60 y mayores,leve
lc-2019-0487314,,,femenino,entre 18 y 29,leve
lc-2019-0487316,,,masculino,entre 18 y 29,leve
lc-2019-0487327,,,femenino,entre 18 y 29,leve
lc-2019-0487327,,,masculino,60 y mayores,leve
lc-2019-0487505,,,masculino,entre 30 y 39,leve
lc-2019-0487529,,,femenino,,leve
lc-2019-0487583,,,femenino,entre 50 y 59,leve
lc-2019-0487601,,,masculino,60 y mayores,leve
lc-2019-0487601,,,femenino,60 y mayores,leve
lc-2019-0487601,,,masculino,60 y mayores,leve
lc-2019-0492221,,,masculino,entre 30 y 39,leve
lc-2019-0525678,,,masculino,,leve
lc-2019-0526849,,,femenino,entre 18 y 29,leve
lc-2019-0076389,,,masculino,entre 40 y 49,leve
lc-2019-0487731,,,masculino,entre 18 y 29,leve
lc-2019-0487962,,,femenino,entre 50 y 59,leve
lc-2019-0488089,,,masculino,entre 30 y 39,leve
lc-2019-0488225,,,,,leve
lc-2019-0488264,,,masculino,entre 40 y 49,leve
lc-2019-0488264,,,masculino,entre 40 y 49,leve
lc-2019-0488407,,,femenino,entre 30 y 39,leve
lc-2019-0488531,,,masculino,entre 50 y 59,leve
lc-2019-0488874,,,masculino,entre 50 y 59,leve
lc-2019-0489290,,,masculino,menos de 18,leve
lc-2019-0489331,,,masculino,entre 18 y 29,leve
lc-2019-0489696,,,masculino,entre 40 y 49,leve
lc-2019-0489696,,,masculino,60 y mayores,leve
lc-2019-0489712,,,femenino,60 y mayores,leve
lc-2019-0489719,,,masculino,entre 18 y 29,leve
lc-2019-0489719,,,femenino,entre 30 y 39,leve
lc-2019-0489845,,,femenino,60 y mayores,leve
lc-2019-0489869,,,masculino,entre 18 y 29,leve
lc-2019-0489872,,,femenino,entre 40 y 49,leve
lc-2019-0489964,,,masculino,entre 30 y 39,leve
lc-2019-0489969,,,masculino,entre 18 y 29,leve
lc-2019-0490009,,,femenino,entre 40 y 49,leve
lc-2019-0490018,,,femenino,entre 30 y 39,leve
lc-2019-0490031,,,,,leve
lc-2019-0490041,,,masculino,entre 30 y 39,leve
lc-2019-0490067,,,masculino,entre 30 y 39,leve
lc-2019-0490187,,,masculino,entre 40 y 49,leve
lc-2019-0490229,,,femenino,entre 30 y 39,leve
lc-2019-0490281,,,masculino,entre 40 y 49,leve
lc-2019-0490281,,,masculino,entre 30 y 39,leve
lc-2019-0490306,,,masculino,entre 30 y 39,leve
lc-2019-0490459,,,masculino,entre 18 y 29,leve
lc-2019-0490491,,,masculino,entre 50 y 59,leve
lc-2019-0491074,,,masculino,entre 18 y 29,leve
lc-2019-0491502,,,masculino,entre 40 y 49,leve
lc-2019-0491823,,,masculino,,leve
lc-2019-0492099,,,femenino,entre 18 y 29,leve
lc-2019-0492227,,,masculino,entre 50 y 59,leve
lc-2019-0492235,,,masculino,entre 30 y 39,leve
lc-2019-0492424,,,masculino,,leve
lc-2019-0492424,,,masculino,entre 18 y 29,leve
lc-2019-0492588,,,,,leve
lc-2019-0492790,,,masculino,entre 18 y 29,leve
lc-2019-0492919,,,masculino,entre 30 y 39,leve
lc-2019-0492929,,,femenino,entre 30 y 39,leve
lc-2019-0492987,,,femenino,entre 50 y 59,leve
lc-2019-0492988,,,femenino,entre 40 y 49,leve
lc-2019-0493047,,,femenino,entre 30 y 39,leve
lc-2019-0196728,,,masculino,entre 30 y 39,leve
lc-2019-0493108,,,masculino,60 y mayores,leve
lc-2019-0493114,,,,,leve
lc-2019-0493186,,,masculino,entre 18 y 29,leve
lc-2019-0493198,,,masculino,menos de 18,leve
lc-2019-0493208,,,masculino,entre 18 y 29,leve
lc-2019-0286746,,,masculino,entre 30 y 39,leve
lc-2019-0493278,,,masculino,entre 40 y 49,leve
lc-2019-0493285,,,masculino,entre 18 y 29,leve
lc-2019-0493347,,,femenino,60 y mayores,leve
lc-2019-0493356,,,femenino,60 y mayores,leve
lc-2019-0493439,,,masculino,entre 30 y 39,leve
lc-2019-0493469,,,masculino,entre 18 y 29,leve
lc-2019-0493474,,,masculino,entre 18 y 29,leve
lc-2019-0493539,,,masculino,entre 18 y 29,leve
lc-2019-0499069,,,femenino,entre 30 y 39,leve
lc-2019-0572000,,,femenino,,leve
lc-2019-0644788,,,masculino,entre 40 y 49,leve
lc-2019-0493537,,,masculino,entre 30 y 39,leve
lc-2019-0493580,,,masculino,entre 30 y 39,leve
lc-2019-0493670,,,masculino,60 y mayores,leve
lc-2019-0493729,,,masculino,,leve
lc-2019-0493765,,,femenino,entre 30 y 39,leve
lc-2019-0493952,,,femenino,entre 30 y 39,leve
lc-2019-0493952,,,masculino,entre 18 y 29,leve
lc-2019-0494145,,,femenino,entre 50 y 59,leve
lc-2019-0494168,,,femenino,entre 18 y 29,leve
lc-2019-0494740,,,masculino,entre 40 y 49,leve
lc-2019-0494740,,,masculino,entre 30 y 39,leve
lc-2019-0494740,,,femenino,entre 40 y 49,leve
lc-2019-0494740,,,masculino,,leve
lc-2019-0494807,,,masculino,,leve
lc-2019-0054674,,,masculino,entre 40 y 49,leve
lc-2019-0494931,,,masculino,,leve
lc-2019-0495011,,,femenino,entre 40 y 49,leve
lc-2019-0495011,,,masculino,entre 50 y 59,leve
lc-2019-0495011,,,masculino,menos de 18,leve
lc-2019-0495035,,,masculino,60 y mayores,leve
lc-2019-0495035,,,masculino,60 y mayores,leve
lc-2019-0495436,,,masculino,entre 18 y 29,leve
lc-2019-0495693,,,femenino,60 y mayores,leve
lc-2019-0495745,,,masculino,entre 50 y 59,leve
lc-2019-0496039,,,masculino,entre 18 y 29,leve
lc-2019-0496073,,,masculino,entre 40 y 49,leve
lc-2019-0496097,,,masculino,entre 50 y 59,leve
lc-2019-0496114,,,masculino,entre 18 y 29,leve
lc-2019-0496118,,,femenino,60 y mayores,leve
lc-2019-0496193,,,femenino,entre 30 y 39,leve
lc-2019-0496622,,,masculino,entre 30 y 39,leve
lc-2019-0496797,,,femenino,entre 18 y 29,leve
lc-2019-0508828,,,femenino,,leve
lc-2019-0513536,,,masculino,entre 30 y 39,leve
lc-2019-0520371,,,femenino,entre 50 y 59,leve
lc-2019-0642723,,,masculino,entre 18 y 29,leve
lc-2019-0496421,,,masculino,entre 40 y 49,leve
lc-2019-0496471,,,masculino,entre 40 y 49,leve
lc-2019-0496473,,,femenino,entre 40 y 49,leve
lc-2019-0496473,,,masculino,entre 18 y 29,leve
lc-2019-0496482,,,femenino,entre 30 y 39,leve
lc-2019-0496482,,,femenino,entre 40 y 49,leve
lc-2019-0496495,,,masculino,entre 30 y 39,leve
lc-2019-0496611,,,femenino,entre 18 y 29,leve
lc-2019-0497019,,,masculino,entre 40 y 49,leve
lc-2019-0497056,,,masculino,entre 30 y 39,leve
lc-2019-0315749,,,masculino,60 y mayores,leve
lc-2019-0497237,,,masculino,menos de 18,leve
lc-2019-0497270,,,femenino,entre 30 y 39,leve
lc-2019-0497270,,,masculino,entre 30 y 39,leve
lc-2019-0497291,,,masculino,entre 18 y 29,leve
lc-2019-0497468,,,femenino,,leve
lc-2019-0497476,,,masculino,entre 18 y 29,leve
lc-2019-0497919,,,masculino,entre 40 y 49,leve
lc-2019-0497988,,,masculino,entre 18 y 29,leve
lc-2019-0501594,,,masculino,entre 40 y 49,leve
lc-2019-0527497,,,femenino,entre 18 y 29,leve
lc-2019-0644879,,,masculino,entre 40 y 49,leve
lc-2019-0498336,,,femenino,entre 50 y 59,leve
lc-2019-0498358,,,femenino,entre 18 y 29,leve
lc-2019-0498551,,,femenino,entre 18 y 29,leve
lc-2019-0498551,,,masculino,entre 30 y 39,leve
lc-2019-0498577,,,femenino,entre 18 y 29,leve
lc-2019-0498676,,,masculino,entre 40 y 49,leve
lc-2019-0498719,,,femenino,menos de 18,leve
lc-2019-0498823,,,femenino,entre 18 y 29,leve
lc-2019-0498859,,,masculino,entre 18 y 29,leve
lc-2019-0499039,,,femenino,entre 18 y 29,leve
lc-2019-0499111,,,femenino,entre 30 y 39,leve
lc-2019-0499219,,,masculino,entre 18 y 29,leve
lc-2019-0499219,,,femenino,60 y mayores,leve
lc-2019-0499224,,,masculino,,leve
lc-2019-0499268,,,masculino,entre 40 y 49,leve
lc-2019-0499310,,,masculino,entre 18 y 29,leve
lc-2019-0499310,,,masculino,entre 50 y 59,leve
lc-2019-0499310,,,femenino,60 y mayores,leve
lc-2019-0499310,,,femenino,entre 18 y 29,leve
lc-2019-0256812,,,masculino,entre 30 y 39,leve
lc-2019-0499330,,,masculino,,leve
lc-2019-0499350,,,femenino,entre 18 y 29,leve
lc-2019-0499415,,,masculino,entre 18 y 29,leve
lc-2019-0499457,,,masculino,entre 18 y 29,leve
lc-2019-0499457,,,masculino,entre 30 y 39,leve
lc-2019-0704458,,,masculino,entre 40 y 49,leve
lc-2019-0704458,,,masculino,menos de 18,leve
lc-2019-0704458,,,masculino,entre 50 y 59,leve
lc-2019-0703847,,,masculino,entre 30 y 39,leve
lc-2019-0499642,,,masculino,entre 30 y 39,leve
lc-2019-0499675,,,masculino,entre 30 y 39,leve
lc-2019-0499676,,,masculino,entre 40 y 49,leve
lc-2019-0499684,,,masculino,entre 30 y 39,leve
lc-2019-0499805,,,masculino,entre 30 y 39,leve
lc-2019-0499805,,,masculino,entre 40 y 49,leve
lc-2019-0499942,,,masculino,entre 30 y 39,leve
lc-2019-0499964,,,masculino,,leve
lc-2019-0500531,,,masculino,entre 30 y 39,leve
lc-2019-0500597,,,masculino,entre 18 y 29,leve
lc-2019-0500628,,,femenino,entre 30 y 39,leve
lc-2019-0500659,,,masculino,entre 18 y 29,leve
lc-2019-0500874,,,masculino,entre 30 y 39,leve
lc-2019-0500905,,,femenino,entre 50 y 59,leve
lc-2019-0500905,,,femenino,entre 50 y 59,leve
lc-2019-0500905,,,femenino,60 y mayores,leve
lc-2019-0501260,,,masculino,entre 18 y 29,leve
lc-2019-0501260,,,femenino,entre 18 y 29,leve
lc-2019-0501272,,,femenino,entre 30 y 39,leve
lc-2019-0501276,,,femenino,entre 40 y 49,leve
lc-2019-0501282,,,femenino,entre 40 y 49,leve
lc-2019-0501282,,,masculino,entre 30 y 39,leve
lc-2019-0501328,,,masculino,entre 18 y 29,leve
lc-2019-0501409,,,masculino,,leve
lc-2019-0501593,,,femenino,entre 18 y 29,leve
lc-2019-0501740,,,masculino,entre 40 y 49,leve
lc-2019-0502080,,,femenino,entre 18 y 29,leve
lc-2019-0502104,,,masculino,entre 18 y 29,leve
lc-2019-0502246,,,femenino,entre 18 y 29,leve
lc-2019-0503914,,,masculino,,leve
lc-2019-0505398,,,masculino,entre 30 y 39,leve
lc-2019-0505508,,,masculino,entre 18 y 29,leve
lc-2019-0557266,,,masculino,60 y mayores,leve
lc-2019-0579663,,,femenino,entre 30 y 39,leve
lc-2019-0502463,,,masculino,60 y mayores,leve
lc-2019-0502507,,,masculino,entre 30 y 39,leve
lc-2019-0502543,,,femenino,entre 50 y 59,leve
lc-2019-0502570,,,masculino,60 y mayores,leve
lc-2019-0502594,,,femenino,entre 40 y 49,leve
lc-2019-0502675,,,femenino,entre 30 y 39,leve
lc-2019-0502675,,,femenino,entre 40 y 49,leve
lc-2019-0502749,,,masculino,entre 40 y 49,leve
lc-2019-0502761,,,masculino,entre 30 y 39,leve
lc-2019-0502978,,,masculino,entre 18 y 29,leve
lc-2019-0503242,,,femenino,entre 18 y 29,leve
lc-2019-0503248,,,masculino,entre 50 y 59,leve
lc-2019-0503254,,,masculino,entre 30 y 39,leve
lc-2019-0503360,,,masculino,entre 18 y 29,leve
lc-2019-0503421,,,masculino,entre 50 y 59,leve
lc-2019-0503430,,,masculino,entre 30 y 39,leve
lc-2019-0503697,,,masculino,entre 40 y 49,leve
lc-2019-0347613,,,masculino,,leve
lc-2019-0503772,,,femenino,60 y mayores,leve
lc-2019-0504025,,,masculino,entre 18 y 29,leve
lc-2019-0504053,,,masculino,entre 18 y 29,leve
lc-2019-0504068,,,masculino,entre 30 y 39,leve
lc-2019-0504140,,,femenino,entre 50 y 59,leve
lc-2019-0504140,,,masculino,60 y mayores,leve
lc-2019-0504337,,,masculino,entre 30 y 39,leve
lc-2019-0504380,,,femenino,entre 30 y 39,leve
lc-2019-0504461,,,femenino,entre 40 y 49,leve
lc-2019-0504461,,,femenino,entre 30 y 39,leve
lc-2019-0504461,,,femenino,60 y mayores,leve
lc-2019-0504590,,,masculino,entre 30 y 39,leve
lc-2019-0504590,,,masculino,,leve
lc-2019-0504608,,,masculino,entre 30 y 39,leve
lc-2019-0504713,,,masculino,entre 40 y 49,leve
lc-2019-0504743,,,femenino,entre 30 y 39,leve
lc-2019-0504843,,,masculino,entre 18 y 29,leve
lc-2019-0511910,,,masculino,entre 40 y 49,leve
lc-2019-0632056,,,masculino,entre 18 y 29,leve
lc-2019-0504614,,,femenino,,leve
lc-2019-0505025,,,masculino,entre 18 y 29,leve
lc-2019-0505309,,,femenino,60 y mayores,leve
lc-2019-0505663,,,femenino,entre 18 y 29,leve
lc-2019-0505717,,,masculino,60 y mayores,leve
lc-2019-0505930,,,masculino,,leve
lc-2019-0505936,,,masculino,,leve
lc-2019-0506439,,,femenino,entre 30 y 39,leve
lc-2019-0506712,,,femenino,entre 40 y 49,leve
lc-2019-0506796,,,masculino,60 y mayores,leve
lc-2019-0507026,,,masculino,,leve
lc-2019-0507060,,,femenino,entre 18 y 29,leve
lc-2019-0507088,,,femenino,entre 40 y 49,leve
lc-2019-0507102,,,masculino,entre 18 y 29,leve
lc-2019-0507102,,,masculino,entre 30 y 39,leve
lc-2019-0507119,,,femenino,entre 30 y 39,leve
lc-2019-0507130,,,masculino,entre 40 y 49,leve
lc-2019-0507295,,,masculino,60 y mayores,leve
lc-2019-0507321,,,masculino,entre 30 y 39,leve
lc-2019-0507364,,,masculino,60 y mayores,leve
lc-2019-0507396,,,masculino,60 y mayores,leve
lc-2019-0507467,,,masculino,entre 18 y 29,leve
lc-2019-0509488,,,masculino,menos de 18,leve
lc-2019-0510304,,,femenino,,leve
lc-2019-0507448,,,masculino,entre 18 y 29,leve
lc-2019-0507488,,,masculino,entre 18 y 29,leve
lc-2019-0507553,,,masculino,entre 18 y 29,leve
lc-2019-0507628,,,masculino,entre 18 y 29,leve
lc-2019-0507628,,,masculino,entre 30 y 39,leve
lc-2019-0507725,,,femenino,entre 30 y 39,leve
lc-2019-0507776,,,femenino,entre 18 y 29,leve
lc-2019-0507776,,,masculino,entre 18 y 29,leve
lc-2019-0507811,,,masculino,entre 30 y 39,leve
lc-2019-0507903,,,masculino,entre 18 y 29,leve
lc-2019-0508117,,,femenino,entre 30 y 39,leve
lc-2019-0508310,,,masculino,entre 18 y 29,leve
lc-2019-0508468,,,masculino,entre 50 y 59,leve
lc-2019-0508560,,,masculino,entre 30 y 39,leve
lc-2019-0508598,,,femenino,entre 18 y 29,leve
lc-2019-0508621,,,masculino,entre 40 y 49,leve
lc-2019-0508728,,,masculino,entre 18 y 29,leve
lc-2019-0508825,,,femenino,60 y mayores,leve
lc-2019-0508918,,,masculino,,leve
lc-2019-0508993,,,masculino,60 y mayores,leve
lc-2019-0509056,,,femenino,entre 18 y 29,leve
lc-2019-0509247,,,masculino,entre 18 y 29,leve
lc-2019-0509259,,,masculino,entre 40 y 49,leve
lc-2019-0509278,,,masculino,entre 30 y 39,leve
lc-2019-0509278,,,femenino,entre 50 y 59,leve
lc-2019-0509278,,,femenino,entre 50 y 59,leve
lc-2019-0509431,,,masculino,entre 18 y 29,leve
lc-2019-0509435,,,masculino,entre 18 y 29,leve
lc-2019-0509645,,,masculino,entre 30 y 39,leve
lc-2019-0509704,,,femenino,entre 18 y 29,leve
lc-2019-0509832,,,masculino,entre 30 y 39,leve
lc-2019-0509861,,,masculino,entre 30 y 39,leve
lc-2019-0509899,,,masculino,,leve
lc-2019-0509994,,,masculino,entre 30 y 39,leve
lc-2019-0511388,,,masculino,entre 18 y 29,leve
lc-2019-0511971,,,femenino,entre 30 y 39,leve
lc-2019-0524454,,,femenino,entre 18 y 29,leve
lc-2019-0510041,,,masculino,entre 18 y 29,leve
lc-2019-0510126,,,masculino,entre 40 y 49,leve
lc-2019-0510285,,,masculino,entre 30 y 39,leve
lc-2019-0510394,,,masculino,entre 30 y 39,leve
lc-2019-0510456,,,masculino,entre 18 y 29,leve
lc-2019-0510732,,,masculino,entre 18 y 29,leve
lc-2019-0510742,,,masculino,entre 40 y 49,leve
lc-2019-0510827,,,masculino,entre 40 y 49,leve
lc-2019-0511035,,,femenino,,leve
lc-2019-0511090,,,femenino,60 y mayores,leve
lc-2019-0511225,,,femenino,entre 50 y 59,leve
lc-2019-0511475,,,masculino,entre 18 y 29,leve
lc-2019-0511483,,,femenino,60 y mayores,leve
lc-2019-0511505,,,femenino,,leve
lc-2019-0511521,,,femenino,entre 30 y 39,leve
lc-2019-0511536,,,femenino,entre 40 y 49,leve
lc-2019-0511536,,,femenino,entre 50 y 59,leve
lc-2019-0511536,,,femenino,60 y mayores,leve
lc-2019-0511574,,,masculino,entre 30 y 39,leve
lc-2019-0511886,,,masculino,entre 18 y 29,leve
lc-2019-0213292,,,masculino,entre 30 y 39,leve
lc-2019-0512100,,,masculino,entre 30 y 39,leve
lc-2019-0512118,,,masculino,entre 18 y 29,leve
lc-2019-0512132,,,femenino,entre 30 y 39,leve
lc-2019-0512150,,,femenino,entre 30 y 39,leve
lc-2019-0512153,,,femenino,entre 50 y 59,leve
lc-2019-0512203,,,femenino,menos de 18,leve
lc-2019-0512203,,,masculino,entre 40 y 49,leve
lc-2019-0512242,,,masculino,entre 30 y 39,leve
lc-2019-0512359,,,masculino,entre 30 y 39,leve
lc-2019-0512428,,,masculino,entre 40 y 49,leve
lc-2019-0512471,,,masculino,entre 30 y 39,leve
lc-2019-0512543,,,masculino,,leve
lc-2019-0512552,,,masculino,menos de 18,leve
lc-2019-0512552,,,femenino,menos de 18,leve
lc-2019-0512578,,,femenino,entre 18 y 29,leve
lc-2019-0512586,,,masculino,60 y mayores,leve
lc-2019-0213813,,,masculino,entre 30 y 39,leve
lc-2019-0512624,,,masculino,entre 18 y 29,leve
lc-2019-0513019,,,masculino,entre 18 y 29,leve
lc-2019-0567355,,,masculino,entre 40 y 49,leve
lc-2019-0568038,,,masculino,entre 30 y 39,leve
lc-2019-0512881,,,masculino,entre 30 y 39,leve
lc-2019-0512898,,,masculino,entre 18 y 29,leve
lc-2019-0513046,,,masculino,entre 18 y 29,leve
lc-2019-0513136,,,masculino,entre 18 y 29,leve
lc-2019-0513136,,,masculino,entre 30 y 39,leve
lc-2019-0513163,,,masculino,menos de 18,leve
lc-2019-0513163,,,masculino,menos de 18,leve
lc-2019-0513163,,,femenino,60 y mayores,leve
lc-2019-0513197,,,masculino,entre 18 y 29,leve
lc-2019-0513215,,,masculino,entre 30 y 39,leve
lc-2019-0513215,,,masculino,entre 18 y 29,leve
lc-2019-0513293,,,femenino,entre 30 y 39,leve
lc-2019-0513298,,,femenino,entre 18 y 29,leve
lc-2019-0513417,,,masculino,entre 18 y 29,leve
lc-2019-0513502,,,femenino,entre 40 y 49,leve
lc-2019-0513573,,,masculino,entre 18 y 29,leve
lc-2019-0513717,,,masculino,entre 40 y 49,leve
lc-2019-0513756,,,masculino,entre 18 y 29,leve
lc-2019-0514010,,,masculino,entre 18 y 29,leve
lc-2019-0514080,,,masculino,entre 30 y 39,leve
lc-2019-0514102,,,femenino,entre 18 y 29,leve
lc-2019-0514102,,,femenino,entre 30 y 39,leve
lc-2019-0514102,,,femenino,entre 40 y 49,leve
lc-2019-0514102,,,femenino,,leve
lc-2019-0513058,,,masculino,entre 30 y 39,leve
lc-2019-0514160,,,masculino,entre 18 y 29,leve
lc-2019-0514262,,,femenino,entre 50 y 59,leve
lc-2019-0514262,,,masculino,entre 30 y 39,leve
lc-2019-0514290,,,masculino,entre 18 y 29,leve
lc-2019-0514431,,,masculino,60 y mayores,leve
lc-2019-0514432,,,masculino,entre 30 y 39,leve
lc-2019-0514481,,,masculino,entre 18 y 29,leve
lc-2019-0514481,,,masculino,entre 18 y 29,leve
lc-2019-0514481,,,femenino,entre 40 y 49,leve
lc-2019-0514481,,,masculino,entre 40 y 49,leve
lc-2019-0514481,,,femenino,,leve
lc-2019-0514481,,,masculino,entre 18 y 29,leve
lc-2019-0514647,,,femenino,entre 40 y 49,leve
lc-2019-0514723,,,masculino,,leve
lc-2019-0514885,,,masculino,entre 18 y 29,leve
lc-2019-0514926,,,femenino,entre 18 y 29,leve
lc-2019-0514958,,,masculino,entre 18 y 29,leve
lc-2019-0515052,,,masculino,entre 30 y 39,leve
lc-2019-0515062,,,masculino,menos de 18,leve
lc-2019-0515065,,,masculino,entre 30 y 39,leve
lc-2019-0515065,,,masculino,entre 50 y 59,leve
lc-2019-0515092,,,femenino,entre 30 y 39,leve
lc-2019-0515092,,,femenino,entre 40 y 49,leve
lc-2019-0515092,,,femenino,entre 40 y 49,leve
lc-2019-0515120,,,masculino,entre 30 y 39,leve
lc-2019-0515120,,,masculino,entre 30 y 39,leve
lc-2019-0515121,,,masculino,entre 30 y 39,leve
lc-2019-0515135,,,masculino,entre 18 y 29,leve
lc-2019-0515175,,,masculino,60 y mayores,leve
lc-2019-0515175,,,femenino,,leve
lc-2019-0515180,,,masculino,entre 18 y 29,leve
lc-2019-0515180,,,masculino,entre 30 y 39,leve
lc-2019-0516534,,,masculino,entre 40 y 49,leve
lc-2019-0516668,,,masculino,entre 18 y 29,leve
lc-2019-0515417,,,masculino,entre 18 y 29,leve
lc-2019-0515422,,,masculino,entre 40 y 49,leve
lc-2019-0515537,,,masculino,entre 30 y 39,leve
lc-2019-0515537,,,femenino,entre 40 y 49,leve
lc-2019-0515557,,,masculino,entre 30 y 39,leve
lc-2019-0515595,,,masculino,entre 30 y 39,leve
lc-2019-0515747,,,masculino,entre 40 y 49,leve
lc-2019-0515879,,,femenino,entre 50 y 59,leve
lc-2019-0515965,,,femenino,entre 18 y 29,leve
lc-2019-0515968,,,masculino,entre 30 y 39,leve
lc-2019-0516153,,,masculino,entre 40 y 49,leve
lc-2019-0516179,,,femenino,entre 18 y 29,leve
lc-2019-0516179,,,femenino,entre 40 y 49,leve
lc-2019-0516179,,,femenino,entre 50 y 59,leve
lc-2019-0516256,,,femenino,entre 30 y 39,leve
lc-2019-0516438,,,masculino,entre 18 y 29,leve
lc-2019-0518095,,,masculino,,leve
lc-2019-0526760,,,masculino,entre 18 y 29,leve
lc-2019-0532745,,,femenino,60 y mayores,leve
lc-2019-0516646,,,femenino,,leve
lc-2019-0516692,,,femenino,entre 18 y 29,leve
lc-2019-0516701,,,femenino,60 y mayores,leve
lc-2019-0516821,,,masculino,entre 18 y 29,leve
lc-2019-0517253,,,masculino,entre 40 y 49,leve
lc-2019-0517939,,,masculino,60 y mayores,leve
lc-2019-0518094,,,masculino,60 y mayores,leve
lc-2019-0518196,,,femenino,60 y mayores,leve
lc-2019-0518274,,,femenino,entre 18 y 29,leve
lc-2019-0518513,,,femenino,60 y mayores,leve
lc-2019-0518601,,,femenino,entre 30 y 39,leve
lc-2019-0518611,,,masculino,entre 30 y 39,leve
lc-2019-0518640,,,masculino,entre 18 y 29,leve
lc-2019-0518709,,,masculino,entre 50 y 59,leve
lc-2019-0518724,,,femenino,entre 30 y 39,leve
lc-2019-0518785,,,masculino,entre 40 y 49,leve
lc-2019-0518810,,,masculino,entre 18 y 29,leve
lc-2019-0518855,,,masculino,entre 40 y 49,leve
lc-2019-0518862,,,masculino,entre 40 y 49,leve
lc-2019-0518880,,,masculino,entre 18 y 29,leve
lc-2019-0519076,,,masculino,entre 40 y 49,leve
lc-2019-0519078,,,femenino,entre 18 y 29,leve
lc-2019-0519188,,,femenino,60 y mayores,leve
lc-2019-0519222,,,masculino,,leve
lc-2019-0519254,,,,,leve
lc-2019-0519283,,,masculino,entre 50 y 59,leve
lc-2019-0519457,,,masculino,entre 18 y 29,leve
lc-2019-0519531,,,femenino,entre 40 y 49,leve
lc-2019-0521990,,,masculino,entre 30 y 39,leve
lc-2019-0534630,,,femenino,entre 40 y 49,leve
lc-2019-0601421,,,masculino,entre 18 y 29,leve
lc-2019-0519546,,,masculino,entre 50 y 59,leve
lc-2019-0519602,,,femenino,entre 18 y 29,leve
lc-2019-0519651,,,femenino,menos de 18,leve
lc-2019-0519654,,,masculino,entre 18 y 29,leve
lc-2019-0519812,,,masculino,entre 18 y 29,leve
lc-2019-0519871,,,masculino,entre 18 y 29,leve
lc-2019-0519894,,,femenino,60 y mayores,leve
lc-2019-0520059,,,masculino,entre 18 y 29,leve
lc-2019-0520203,,,masculino,entre 30 y 39,leve
lc-2019-0520209,,,masculino,entre 30 y 39,leve
lc-2019-0520344,,,masculino,,leve
lc-2019-0520423,,,masculino,entre 50 y 59,leve
lc-2019-0520449,,,masculino,entre 30 y 39,leve
lc-2019-0520480,,,femenino,entre 40 y 49,leve
lc-2019-0520567,,,femenino,60 y mayores,leve
lc-2019-0520773,,,masculino,60 y mayores,leve
lc-2019-0520828,,,masculino,entre 50 y 59,leve
lc-2019-0520828,,,masculino,,leve
lc-2019-0520835,,,femenino,entre 18 y 29,leve
lc-2019-0520937,,,masculino,entre 40 y 49,leve
lc-2019-0521032,,,femenino,entre 18 y 29,leve
lc-2019-0521105,,,masculino,entre 18 y 29,leve
lc-2019-0521129,,,masculino,entre 30 y 39,leve
lc-2019-0521129,,,femenino,entre 30 y 39,leve
lc-2019-0521287,,,masculino,60 y mayores,leve
lc-2019-0521398,,,masculino,entre 40 y 49,leve
lc-2019-0521439,,,femenino,entre 40 y 49,leve
lc-2019-0521493,,,femenino,,leve
lc-2019-0521495,,,masculino,entre 30 y 39,leve
lc-2019-0521537,,,masculino,entre 40 y 49,leve
lc-2019-0521554,,,femenino,60 y mayores,leve
lc-2019-0521653,,,masculino,entre 18 y 29,leve
lc-2019-0521693,,,masculino,entre 40 y 49,leve
lc-2019-0521694,,,masculino,entre 40 y 49,leve
lc-2019-0521754,,,masculino,entre 50 y 59,leve
lc-2019-0521848,,,femenino,entre 30 y 39,leve
lc-2019-0521848,,,masculino,entre 50 y 59,leve
lc-2019-0521872,,,masculino,entre 40 y 49,leve
lc-2019-0521872,,,femenino,entre 50 y 59,leve
lc-2019-0521878,,,masculino,entre 40 y 49,leve
lc-2019-0521916,,,masculino,entre 40 y 49,leve
lc-2019-0521919,,,masculino,entre 30 y 39,leve
lc-2019-0521937,,,masculino,entre 18 y 29,leve
lc-2019-0522064,,,femenino,60 y mayores,leve
lc-2019-0522129,,,masculino,entre 30 y 39,leve
lc-2019-0522143,,,masculino,entre 18 y 29,leve
lc-2019-0522143,,,femenino,entre 18 y 29,leve
lc-2019-0522146,,,masculino,entre 18 y 29,leve
lc-2019-0522146,,,masculino,entre 18 y 29,leve
lc-2019-0522174,,,femenino,entre 18 y 29,leve
lc-2019-0522250,,,masculino,entre 30 y 39,leve
lc-2019-0522293,,,femenino,entre 18 y 29,leve
lc-2019-0522329,,,femenino,entre 18 y 29,leve
lc-2019-0523804,,,masculino,entre 40 y 49,leve
lc-2019-0524945,,,masculino,entre 18 y 29,leve
lc-2019-0527041,,,femenino,entre 30 y 39,leve
lc-2019-0528163,,,masculino,entre 18 y 29,leve
lc-2019-0529896,,,masculino,entre 18 y 29,leve
lc-2019-0560154,,,femenino,entre 18 y 29,leve
lc-2019-0572973,,,masculino,entre 18 y 29,leve
lc-2019-0522275,,,masculino,entre 18 y 29,leve
lc-2019-0522853,,,masculino,entre 40 y 49,leve
lc-2019-0523001,,,femenino,entre 30 y 39,leve
