siniestro_id,rol_victima,vehiculo_victima,sexo_victima,rango_etario,gravedad
2019-0025,peaton,peaton,masculino,entre 18 y 29,fatal
2019-0026,peaton,peaton,masculino,,fatal
2019-0027,conductor,bicicleta,masculino,entre 30 y 39,fatal
2019-0028,peaton,peaton,femenino,,fatal
2019-0029,conductor,moto,masculino,entre 18 y 29,fatal
2019-0030,conductor,moto,masculino,entre 18 y 29,fatal
2019-0031,conductor,bicicleta,masculino,entre 18 y 29,fatal
2019-0032,peaton,peaton,femenino,60 y mayores,fatal
2019-0033,conductor,moto,masculino,entre 18 y 29,fatal
2019-0034,conductor,moto,masculino,,fatal
2019-0035,peaton,peaton,femenino,60 y mayores,fatal
2019-0036,conductor,moto,masculino,entre 30 y 39,fatal
2019-0037,conductor,moto,masculino,menos de 18,fatal
2019-0038,peaton,peaton,femenino,entre 40 y 49,fatal
2019-0105,peaton,peaton,femenino,60 y mayores,fatal
2019-0039,conductor,moto,masculino,entre 18 y 29,fatal
2019-0040,conductor,moto,masculino,entre 40 y 49,fatal
2019-0041,pasajero_acompañante,auto,femenino,60 y mayores,fatal
2019-0042,peaton,peaton,masculino,entre 40 y 49,fatal
2019-0043,conductor,bicicleta,femenino,,fatal
2019-0044,peaton,peaton,femenino,60 y mayores,fatal
2019-0045,conductor,moto,masculino,entre 30 y 39,fatal
2019-0046,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2019-0047,peaton,peaton,masculino,60 y mayores,fatal
2019-0048,conductor,moto,masculino,entre 30 y 39,fatal
2019-0049,peaton,peaton,femenino,60 y mayores,fatal
2019-0050,conductor,moto,masculino,entre 18 y 29,fatal
2019-0051,conductor,moto,masculino,entre 40 y 49,fatal
2019-0053,pasajero_acompañante,auto,masculino,entre 50 y 59,fatal
2019-0054,conductor,moto,masculino,entre 18 y 29,fatal
2019-0055,conductor,moto,masculino,entre 40 y 49,fatal
2019-0056,peaton,peaton,femenino,60 y mayores,fatal
2019-0057,peaton,peaton,femenino,60 y mayores,fatal
2019-0058,conductor,moto,masculino,entre 40 y 49,fatal
2019-0059,conductor,moto,masculino,entre 30 y 39,fatal
2019-0060,peaton,peaton,femenino,60 y mayores,fatal
2019-0061,peaton,peaton,femenino,entre 50 y 59,fatal
2019-0062,peaton,peaton,femenino,60 y mayores,fatal
2019-0063,pasajero_acompañante,moto,masculino,,fatal
2019-0064,conductor,moto,masculino,entre 18 y 29,fatal
2019-0065,peaton,peaton,femenino,entre 50 y 59,fatal
2019-0066,peaton,peaton,masculino,entre 40 y 49,fatal
2019-0067,conductor,moto,masculino,entre 30 y 39,fatal
2019-0068,conductor,moto,masculino,entre 50 y 59,fatal
2019-0069,conductor,moto,masculino,entre 40 y 49,fatal
2019-0070,conductor,moto,masculino,entre 18 y 29,fatal
2019-0071,peaton,peaton,masculino,,fatal
2019-0072,conductor,auto,masculino,entre 18 y 29,fatal
2019-0073,conductor,auto,masculino,entre 30 y 39,fatal
2019-0074,conductor,moto,masculino,entre 30 y 39,fatal
2019-0075,conductor,moto,masculino,entre 30 y 39,fatal
2019-0076,conductor,moto,femenino,entre 30 y 39,fatal
2019-0077,peaton,peaton,femenino,entre 18 y 29,fatal
2019-0078,peaton,peaton,femenino,60 y mayores,fatal
2019-0079,conductor,moto,masculino,entre 50 y 59,fatal
2019-0080,peaton,peaton,masculino,60 y mayores,fatal
2019-0081,peaton,peaton,masculino,60 y mayores,fatal
2019-0082,conductor,bicicleta,masculino,entre 40 y 49,fatal
2019-0083,conductor,auto,masculino,60 y mayores,fatal
2019-0084,conductor,bicicleta,femenino,entre 40 y 49,fatal
2019-0085,conductor,bicicleta,masculino,entre 18 y 29,fatal
2019-0086,conductor,moto,masculino,entre 30 y 39,fatal
2019-0087,conductor,moto,masculino,entre 40 y 49,fatal
2019-0088,peaton,peaton,masculino,entre 18 y 29,fatal
2019-0089,peaton,peaton,femenino,60 y mayores,fatal
2019-0090,peaton,peaton,masculino,60 y mayores,fatal
2019-0091,peaton,peaton,masculino,entre 30 y 39,fatal
2019-0092,peaton,peaton,masculino,entre 30 y 39,fatal
2019-0093,conductor,bicicleta,masculino,menos de 18,fatal
2019-0094,pasajero_acompañante,moto,femenino,,fatal
2019-0095,conductor,moto,masculino,,fatal
2019-0096,peaton,peaton,masculino,60 y mayores,fatal
2019-0097,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2019-0098,pasajero_acompañante,pasajeros,femenino,60 y mayores,fatal
2019-0100,conductor,moto,masculino,entre 30 y 39,fatal
2019-0101,conductor,moto,masculino,entre 18 y 29,fatal
2019-0102,conductor,moto,masculino,entre 18 y 29,fatal
2019-0103,conductor,moto,masculino,entre 18 y 29,fatal
2019-0104,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2020-0001,peaton,peaton,femenino,60 y mayores,fatal
2020-0002,conductor,moto,masculino,entre 30 y 39,fatal
2020-0003,peaton,peaton,masculino,entre 40 y 49,fatal
2020-0004,peaton,peaton,masculino,60 y mayores,fatal
2020-0005,conductor,moto,masculino,entre 18 y 29,fatal
2020-0006,conductor,moto,masculino,entre 18 y 29,fatal
2020-0007,peaton,peaton,masculino,entre 50 y 59,fatal
2020-0008,conductor,moto,masculino,entre 50 y 59,fatal
2020-0009,peaton,peaton,masculino,entre 40 y 49,fatal
2020-0010,conductor,moto,masculino,,fatal
2020-0011,conductor,moto,masculino,entre 30 y 39,fatal
2020-0012,peaton,peaton,femenino,60 y mayores,fatal
2020-0013,peaton,peaton,femenino,entre 50 y 59,fatal
2020-0014,conductor,moto,masculino,,fatal
2020-0015,conductor,moto,masculino,entre 30 y 39,fatal
2020-0016,peaton,peaton,masculino,60 y mayores,fatal
2020-0017,peaton,peaton,masculino,,fatal
2020-0018,conductor,moto,masculino,entre 30 y 39,fatal
2020-0019,peaton,peaton,femenino,60 y mayores,fatal
2020-0020,peaton,peaton,femenino,60 y mayores,fatal
2020-0021,peaton,peaton,femenino,60 y mayores,fatal
2020-0022,pasajero_acompañante,auto,masculino,entre 40 y 49,fatal
2020-0023,conductor,auto,masculino,entre 40 y 49,fatal
2020-0024,conductor,auto,masculino,entre 50 y 59,fatal
2020-0025,peaton,peaton,masculino,,fatal
2020-0026,conductor,moto,masculino,entre 18 y 29,fatal
2020-0027,peaton,peaton,masculino,60 y mayores,fatal
2020-0028,peaton,peaton,masculino,60 y mayores,fatal
2020-0029,peaton,peaton,masculino,60 y mayores,fatal
2020-0030,conductor,moto,masculino,entre 40 y 49,fatal
2020-0031,conductor,moto,masculino,entre 30 y 39,fatal
2020-0032,conductor,moto,masculino,entre 18 y 29,fatal
2020-0033,conductor,auto,masculino,entre 30 y 39,fatal
2020-0034,peaton,peaton,femenino,,fatal
2020-0035,conductor,moto,masculino,entre 40 y 49,fatal
2020-0036,peaton,peaton,masculino,60 y mayores,fatal
2020-0037,peaton,peaton,masculino,entre 30 y 39,fatal
2020-0038,conductor,auto,masculino,entre 40 y 49,fatal
2020-0038,conductor,auto,masculino,60 y mayores,fatal
2020-0039,peaton,peaton,masculino,entre 40 y 49,fatal
2020-0040,conductor,auto,masculino,,fatal
2020-0041,conductor,moto,masculino,entre 30 y 39,fatal
2020-0042,peaton,peaton,femenino,entre 50 y 59,fatal
2020-0043,peaton,peaton,masculino,60 y mayores,fatal
2020-0044,conductor,auto,masculino,entre 40 y 49,fatal
2020-0045,conductor,auto,masculino,entre 50 y 59,fatal
2020-0046,conductor,moto,masculino,entre 40 y 49,fatal
2020-0047,peaton,peaton,masculino,menos de 18,fatal
2020-0048,conductor,moto,masculino,entre 40 y 49,fatal
2020-0049,peaton,peaton,masculino,entre 30 y 39,fatal
2020-0050,peaton,peaton,femenino,entre 18 y 29,fatal
2020-0051,conductor,moto,masculino,entre 50 y 59,fatal
2020-0052,conductor,bicicleta,masculino,entre 40 y 49,fatal
2020-0053,pasajero_acompañante,auto,masculino,entre 18 y 29,fatal
2020-0054,conductor,bicicleta,masculino,60 y mayores,fatal
2020-0055,peaton,peaton,masculino,60 y mayores,fatal
2020-0056,conductor,moto,femenino,entre 30 y 39,fatal
2020-0057,peaton,peaton,masculino,60 y mayores,fatal
2020-0058,peaton,peaton,masculino,entre 50 y 59,fatal
2020-0059,peaton,peaton,femenino,entre 50 y 59,fatal
2020-0060,peaton,peaton,femenino,60 y mayores,fatal
2020-0061,conductor,moto,masculino,entre 40 y 49,fatal
2020-0062,conductor,bicicleta,masculino,entre 40 y 49,fatal
2020-0063,peaton,peaton,masculino,entre 30 y 39,fatal
2020-0063,pasajero_acompañante,moto,masculino,entre 18 y 29,fatal
2020-0065,conductor,moto,masculino,entre 18 y 29,fatal
2020-0066,conductor,moto,masculino,entre 18 y 29,fatal
2020-0067,peaton,peaton,masculino,entre 50 y 59,fatal
2020-0068,conductor,moto,masculino,60 y mayores,fatal
2020-0069,pasajero_acompañante,moto,masculino,entre 18 y 29,fatal
2020-0070,peaton,peaton,femenino,60 y mayores,fatal
2020-0071,peaton,peaton,masculino,menos de 18,fatal
2020-0072,conductor,bicicleta,masculino,entre 40 y 49,fatal
2020-0073,conductor,moto,masculino,entre 50 y 59,fatal
2020-0074,conductor,auto,masculino,entre 40 y 49,fatal
2020-0075,peaton,peaton,masculino,entre 18 y 29,fatal
2020-0076,conductor,auto,femenino,60 y mayores,fatal
2020-0077,conductor,moto,femenino,entre 30 y 39,fatal
2020-0077,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2020-0078,conductor,bicicleta,masculino,entre 18 y 29,fatal
2020-0079,conductor,moto,masculino,entre 18 y 29,fatal
2021-0001,conductor,moto,masculino,entre 30 y 39,fatal
2021-0002,conductor,moto,femenino,entre 40 y 49,fatal
2021-0003,conductor,moto,masculino,entre 18 y 29,fatal
2021-0004,peaton,peaton,femenino,60 y mayores,fatal
2021-0005,peaton,peaton,masculino,60 y mayores,fatal
2021-0006,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2021-0007,conductor,moto,masculino,60 y mayores,fatal
2021-0008,peaton,peaton,masculino,entre 18 y 29,fatal
2021-0009,conductor,moto,masculino,entre 30 y 39,fatal
2021-0010,conductor,moto,masculino,entre 18 y 29,fatal
2021-0011,peaton,peaton,masculino,entre 18 y 29,fatal
2021-0012,peaton,peaton,masculino,,fatal
2021-0013,conductor,moto,masculino,entre 40 y 49,fatal
2021-0014,peaton,peaton,masculino,entre 18 y 29,fatal
2021-0015,conductor,moto,masculino,entre 18 y 29,fatal
2021-0016,conductor,auto,masculino,entre 18 y 29,fatal
2021-0017,conductor,moto,masculino,entre 30 y 39,fatal
2021-0018,peaton,peaton,masculino,entre 30 y 39,fatal
2021-0019,conductor,moto,masculino,entre 30 y 39,fatal
2021-0020,peaton,peaton,femenino,,fatal
2021-0021,conductor,moto,masculino,entre 40 y 49,fatal
2021-0022,pasajero_acompañante,pasajeros,masculino,60 y mayores,fatal
2021-0023,conductor,moto,masculino,entre 18 y 29,fatal
2021-0024,conductor,bicicleta,masculino,menos de 18,fatal
2021-0025,conductor,moto,masculino,entre 30 y 39,fatal
2021-0026,conductor,moto,masculino,entre 30 y 39,fatal
2021-0027,conductor,moto,femenino,entre 18 y 29,fatal
2021-0028,peaton,peaton,masculino,,fatal
2021-0029,conductor,auto,masculino,entre 18 y 29,fatal
2021-0030,peaton,peaton,masculino,entre 30 y 39,fatal
2021-0031,peaton,peaton,femenino,60 y mayores,fatal
2021-0032,peaton,peaton,masculino,60 y mayores,fatal
2021-0033,conductor,auto,masculino,entre 30 y 39,fatal
2021-0034,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2021-0035,conductor,moto,masculino,entre 18 y 29,fatal
2021-0036,conductor,moto,masculino,entre 30 y 39,fatal
2021-0037,peaton,peaton,femenino,entre 50 y 59,fatal
2021-0038,conductor,moto,femenino,entre 40 y 49,fatal
2021-0039,conductor,bicicleta,masculino,60 y mayores,fatal
2021-0040,conductor,moto,masculino,entre 18 y 29,fatal
2021-0041,peaton,peaton,masculino,60 y mayores,fatal
2021-0042,peaton,peaton,masculino,entre 40 y 49,fatal
2021-0043,peaton,peaton,masculino,entre 50 y 59,fatal
2021-0044,pasajero_acompañante,moto,masculino,entre 18 y 29,fatal
2021-0045,conductor,moto,masculino,entre 18 y 29,fatal
2021-0046,pasajero_acompañante,auto,masculino,entre 18 y 29,fatal
2021-0047,conductor,moto,masculino,60 y mayores,fatal
2021-0048,conductor,bicicleta,masculino,entre 40 y 49,fatal
2021-0049,conductor,auto,masculino,60 y mayores,fatal
2021-0050,conductor,moto,masculino,entre 50 y 59,fatal
2021-0051,peaton,peaton,masculino,60 y mayores,fatal
2021-0052,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2021-0053,peaton,peaton,masculino,entre 50 y 59,fatal
2021-0054,conductor,moto,masculino,entre 40 y 49,fatal
2021-0055,pasajero_acompañante,moto,masculino,entre 40 y 49,fatal
2021-0056,conductor,bicicleta,masculino,60 y mayores,fatal
2021-0057,conductor,auto,masculino,entre 40 y 49,fatal
2021-0058,peaton,peaton,masculino,entre 18 y 29,fatal
2021-0059,pasajero_acompañante,auto,femenino,entre 40 y 49,fatal
2021-0060,peaton,peaton,femenino,60 y mayores,fatal
2021-0061,peaton,peaton,femenino,entre 50 y 59,fatal
2021-0062,conductor,auto,masculino,60 y mayores,fatal
2021-0063,pasajero_acompañante,auto,femenino,entre 30 y 39,fatal
2021-0064,peaton,peaton,masculino,entre 30 y 39,fatal
2021-0065,peaton,peaton,femenino,60 y mayores,fatal
2021-0066,peaton,peaton,masculino,60 y mayores,fatal
2021-0067,conductor,moto,masculino,entre 18 y 29,fatal
2021-0068,conductor,moto,masculino,entre 40 y 49,fatal
2021-0069,peaton,peaton,masculino,menos de 18,fatal
2021-0070,conductor,moto,masculino,entre 30 y 39,fatal
2021-0071,peaton,peaton,masculino,60 y mayores,fatal
2021-0072,peaton,peaton,femenino,entre 50 y 59,fatal
2021-0073,conductor,bicicleta,femenino,60 y mayores,fatal
2021-0074,conductor,moto,masculino,entre 50 y 59,fatal
2021-0075,peaton,peaton,masculino,60 y mayores,fatal
2021-0076,conductor,moto,masculino,entre 30 y 39,fatal
2021-0077,conductor,moto,femenino,entre 30 y 39,fatal
2021-0078,conductor,moto,masculino,entre 18 y 29,fatal
2021-0079,peaton,peaton,masculino,,fatal
2021-0080,conductor,moto,masculino,entre 30 y 39,fatal
2021-0081,conductor,moto,masculino,entre 18 y 29,fatal
2021-0082,conductor,moto,masculino,entre 30 y 39,fatal
2021-0083,conductor,moto,masculino,entre 30 y 39,fatal
2021-0084,conductor,auto,masculino,entre 30 y 39,fatal
2021-0097,conductor,bicicleta,masculino,entre 50 y 59,fatal
2021-0085,conductor,moto,masculino,entre 50 y 59,fatal
2021-0086,peaton,peaton,masculino,60 y mayores,fatal
2021-0087,peaton,peaton,femenino,60 y mayores,fatal
2021-0088,conductor,moto,masculino,entre 40 y 49,fatal
2021-0089,conductor,moto,masculino,entre 40 y 49,fatal
2021-0090,peaton,peaton,masculino,60 y mayores,fatal
2021-0091,conductor,moto,masculino,entre 18 y 29,fatal
2021-0092,peaton,peaton,femenino,entre 50 y 59,fatal
2021-0093,pasajero_acompañante,moto,femenino,entre 18 y 29,fatal
2021-0094,pasajero_acompañante,moto,femenino,entre 40 y 49,fatal
2021-0095,conductor,moto,masculino,entre 18 y 29,fatal
2021-0096,conductor,auto,masculino,60 y mayores,fatal
